item_id,title,LOCATION,ROOM TYPE,NEAR FACILITIES,CITY,PARKING,REVIEWS
202,MOTEL 35,ALIABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
203,AROMA HUNZA RESTAURANT,ALIABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
204,HOTEL NORTHLAND,ALIABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
205,HOTEL HAPPY SPRING,ALIABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
206,MIRAMAN HOTEL,ALIABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
207,MIRAMAN FOOD CENTRE,ALIABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
208,HOTEL SERENE ,ALIABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
209,HUNZA GRAND MOTEL,ALIABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
210,DEKARAN RESORT,ALIABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
211,GOLDEN BITE HOTEL,ALIABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
212,GOLDEN BITE RESTAURANT,ALIABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
213,HOPPER GLACIER HOTEL,ALIABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
214,MOSHKA RESORT,GOJAL HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
215,DIAMOND PALACE,GOJAL HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
216,PASSU GLACIER VIEW HOTEL,PASSU GOJAL HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
217,MOUNTAIN STORY HOTEL,PASSU GOJAL HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
218,KHUNJERAB HOTEL,SOST GOJAL HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
219,AL-SAFIR HOTEL,SOST GOJAL HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
220,CROWN INN HOTEL,SOST GOJAL HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
221,TIBET HOTEL,SOST GOJAL HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
222,SOST EMBASSY MOTEL,SOST GOJAL HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
223,MANOKUR E BASSA ,SOST GOJAL HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
224,MARGOS INN,SOST GOJAL HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
225,FOUR SEASON FAMILY GUEST HOUSE,ALIABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
226,BIAFO RESORT,ALIABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
227,HOTEL SARDINA,MOMINABD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
228,APPLE GARDEN ,ALIABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
229,PAMIR HUTS,ALIABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
230,MOUNTAIN REFUGE GUEST HOUSE,GOJAL HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
231,BALTIT HOMESTAY,KARIM ABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
232,MOUNTAIN INN HUNZA,KARIM ABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
233,HOTEL AL-NAZIR,SOST GOJAL HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
234,BAIG PARADISE HOTEL,ALIABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
235,OSHOO E HAA,ALIABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
236,AL QAIM GUEST HOUSE,KARIM ABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
237,HE GUEST HOUSE HUNZA,GULMET HUNZA-NAGAR,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
238,BED AND BREAD,GULMET HUNZA-NAGAR,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
239,HARD ROCK HOTEL,DUIKAR HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
240,LUXUS HUNZA,ATTABAD LAKE HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
241,WHITE APPRICOT LODGE,MINAPIN HUNZA-NAGAR,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
242,HILLS AND HUTS ,MINAPIN HUNZA-NAGAR,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
243,ROOMY YURTS ,MINAPIN HUNZA-NAGAR,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
244,OSHO THANG HOTEL,MINAPIN HUNZA-NAGAR,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
245,HOTEL DIRAN ,MINAPIN HUNZA-NAGAR,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
246,DIRAN GUEST HOUSE,MINAPIN HUNZA-NAGAR,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
247,DIRAN RESTAURANT ,MINAPIN HUNZA-NAGAR,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
248,THE CASTLE,MINAPIN HUNZA-NAGAR,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
249,NORTHERN SAPPHIRE HOTEL,ALTIT HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
250,PAK CHINA GATEWAY HOTEL,ALIABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
251,PASSU PEAK INN,PASSU GOJAL HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
252,HUNZA GLAMPING RESORT,GULMIT GOJAL HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
253,DAWLAT INN,KARIM ABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
254,DAWLAT GUEST HOUSE ,KARIM ABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
255,KKH INN,KARIM ABAD HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
256,DAIMOND HOTEL,DUIKAR HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
257,DAIMOND RESORT,DUIKAR HUNZA,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",HUNZA,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
